"Country","iso3","Year","control","Progress","Aspirational","Business as usual","p_change","a_change","aroc","model","wb2021","location","ref","asp","reach_base","refwsalt","aspwsalt","reach_75","reach_975","aroc2","p_change2","a_change2","ideal"
"DR Congo","COD",2034,0.115229641213428,0.427221933894169,0.51795049649728,0.171335699841038,0.311992292680741,0.402720855283852,0.0561060586276095,"9","LIC","Democratic Republic of the Congo",0.00401441082204845,0.00401441082204845,Inf,2042,2034,2043,2034,0.0634131309558751,0.35262516378671,0.455169922098393,0.884770358786572
"Ecuador","ECU",2034,0.291449503206697,0.505171016007879,0.676220938004199,0.299477066520099,0.213721512801181,0.384771434797501,0.00802756331340138,"4","UMIC","Ecuador",0.011682459890644,0.0228676056950261,Inf,2034,2028,2036,2028,0.0113295571024674,0.301632013199375,0.543040244187065,0.708550496793303
"Egypt","EGY",2034,0.18515647634063,0.474926569998907,0.609554975439415,0.198277062163186,0.289770093658277,0.424398499098785,0.0131205858225557,"7","LMIC","Egypt",0.014903057505775,0.0291813257135689,Inf,2037,2031,2040,2031,0.0161019698157907,0.355614403556835,0.520834352579572,0.81484352365937
"El Salvador","SLV",2034,0.37454318424102,0.516448262190144,0.70360113484506,0.396636666001153,0.141905077949124,0.32905795060404,0.0220934817601331,"2","LMIC","El Salvador",0.0112771885811974,0.0221257757246924,Inf,2031,2026,2033,2026,0.0353237525013188,0.22688229526594,0.526108185750178,0.62545681575898
"Equatorial Guinea","GNQ",2034,0.114375512211082,0.42633830164267,0.516374751826402,0.170888407373303,0.311962789431588,0.40199923961532,0.0565128951622211,"9","UMIC","Equatorial Guinea",0.0127611554857895,0.024989600517915,Inf,2040,2034,2043,2034,0.0638113511329313,0.352251765542804,0.453916129418424,0.885624487788918
"Eritrea","ERI",2034,0.12525715423189,0.43685294124466,0.535382358793825,0.216345199904901,0.31159578701277,0.410125204561934,0.0910880456730108,"6","LIC","Eritrea",0.00675008832486723,0.0115745535274371,Inf,2041,2034,2042,2034,0.104131226809894,0.356214158847059,0.468852310763176,0.874742845768109
"Estonia","EST",2034,0.159665332856525,0.461870356019563,0.583078100455901,0.189437675534799,0.302205023163039,0.423412767599376,0.0297723426782749,"9","HIC","Estonia",0.0199006415555112,0.0392355141212329,Inf,2037,2031,2041,2032,0.0354291496499593,0.359624605504275,0.503862073236453,0.840334667143475
"Ethiopia","ETH",2034,0.0612104388995458,0.339867984195511,0.377877103235781,0.129881709062812,0.278657545295965,0.316666664336236,0.0686712701632661,"9","LIC","Ethiopia",0.00820026651423567,0.0136156599664142,Inf,2045,2038,2046,2038,0.0731487364247737,0.29682642078947,0.337313789434383,0.938789561100454
"Fiji","FJI",2034,0.123303497869977,0.435078052881878,0.532133673160276,0.175342167484735,0.311774555011901,0.408830175290299,0.0520386696147589,"9","UMIC","Fiji",0.0196064217142562,0.0386575240553436,Inf,2039,2033,2042,2034,0.0593576790694677,0.355624271631532,0.466330337006027,0.876696502130023
"Finland","FIN",2034,0.280513685090853,0.503141133920252,0.671465393454191,0.298753051545852,0.222627448829399,0.390951708363338,0.0182393664549994,"4","HIC","Finland",0.015970453821333,0.0314143028356171,Inf,2033,2028,2036,2028,0.025350539790743,0.309425550168402,0.543376156379993,0.719486314909147
"France","FRA",2034,0.290020362163663,0.504915002526686,0.675618519210276,0.299386092966362,0.214894640363023,0.385598157046613,0.00936573080269865,"4","HIC","France",0.0132697816946298,0.0262475363470052,Inf,2033,2027,2036,2028,0.0131915484664331,0.302677188064033,0.543111571793415,0.709979637836337
"Gabon","GAB",2034,0.131631508754111,0.442335171280972,0.545524026786202,0.179092166525486,0.310703662526861,0.413892518032091,0.0474606577713749,"9","UMIC","Gabon",0.013217034468364,0.0259849012915411,Inf,2039,2033,2042,2034,0.0546549745296272,0.357801631057663,0.476632353896512,0.868368491245889
"Gambia","GMB",2034,0.0943685847686775,0.402152966909407,0.474668559176543,0.158892322919201,0.307784382140729,0.380299974407865,0.064523738150523,"9","LIC","The Gambia",0.0122720874141599,0.0223725491485282,Inf,2042,2035,2044,2036,0.0712472392910994,0.339856123544602,0.419927983958823,0.905631415231323
"Georgia","GEO",2034,0.167740343972906,0.466403933013791,0.592137150134598,0.191894390271609,0.298663589040885,0.424396806161692,0.0241540462987028,"9","LIC","Georgia",0.0239390934343078,0.0483212487722415,Inf,2036,2031,2040,2032,0.0290222481935571,0.358858664934688,0.509933171803147,0.832259656027094
"Germany","DEU",2034,0.455976741617103,0.523117444977486,0.720738948446671,0.455976741617103,0.0671407033603829,0.264762206829568,0,"1","UMIC","Germany",0.0305760878532413,0.0618564821242732,Inf,2026,2024,2029,2024,0,0.12341513405136,0.486674425679098,0.544023258382897
"Ghana","GHA",2034,0.185828268938186,0.475225122960875,0.610174736581518,0.314006074132714,0.289396854022689,0.424346467643332,0.128177805194528,"3","HIC","Ghana",0.0111685689468548,0.0217422828211946,Inf,2037,2031,2040,2031,0.1574333771419,0.355449400884096,0.521200198255365,0.814171731061814
"Greece","GRC",2034,0.34023673466254,0.512526908893996,0.693880064560042,0.348818519638969,0.172290174231455,0.353643329897502,0.00858178497642853,"3","LMIC","Greece",0.0159063293639231,0.0314681988430222,Inf,2031,2026,2034,2027,0.0130073701087906,0.261139386327202,0.536015489914581,0.65976326533746
"Grenada","GRD",2034,0.192537746965407,0.478097667381505,0.616172443946278,0.19916915803516,0.285559920416098,0.42363469698087,0.00663141106975301,"7","HIC","Grenada",0.0114150105893877,0.020523076963994,Inf,2037,2031,2039,2031,0.00821265767511849,0.353651107953233,0.524649536729144,0.807462253034593
"Guatemala","GTM",2034,0.186879980812129,0.475688413284323,0.611137803501281,0.238070303441767,0.288808432472194,0.424257822689152,0.0511903226296385,"6","UMIC","Guatemala",0.00792155990846222,0.0135746259220624,Inf,2038,2031,2040,2031,0.0629554326811022,0.355185490034608,0.52176531468613,0.813120019187871
"Guinea","GIN",2034,0.069498552978098,0.359027229019895,0.406222051608712,0.13854783599526,0.289528676041797,0.336723498630614,0.0690492830171625,"9","LIC","Guinea",0.012349785729048,0.0223062366460476,Inf,2043,2037,2046,2037,0.0742065294343785,0.311153386132222,0.361873159583263,0.930501447021902
"Guinea Bissau","GNB",2034,0.109116451985671,0.420655122671462,0.506331407384331,0.168027301613253,0.311538670685791,0.39721495539866,0.0589108496275821,"9","LIC","Guinea-Bissau",0.00923864147706299,0.0167637155440084,Inf,2041,2034,2043,2035,0.0661263189323534,0.349696289015745,0.445866304618604,0.890883548014329
"Guyana","GUY",2034,0.200597384205246,0.481303543570024,0.62294205108483,0.200597384205246,0.280706159364778,0.422344666879584,0,"7","UMIC","Guyana",0.00975898084026383,0.0152990065833001,Inf,2037,2030,2039,2031,0,0.351144909734507,0.528325350123724,0.799402615794754
"Haiti","HTI",2034,0.0805388141659671,0.380434797985353,0.439334737395146,0.148492253087085,0.299895983819386,0.358795923229179,0.0679534389211176,"9","LMIC","Haiti",0.0079731908220495,0.0088265227549803,Inf,2043,2036,2045,2036,0.0739057177921847,0.326164919672334,0.390224110334488,0.919461185834033
"Honduras","HND",2034,0.321928844418013,0.51005109694569,0.687857596139774,0.346401099913313,0.188122252527677,0.365928751721761,0.0244722554953004,"3","LMIC","Honduras",0.0115373654253015,0.0226090864520281,Inf,2033,2027,2035,2027,0.0360909843957245,0.27743733231981,0.539661285853821,0.678071155581987
"Hungary","HUN",2034,0.232580125690868,0.49187047701843,0.645862554329088,0.248127041215105,0.259290351327562,0.41328242863822,0.015546915524236,"5","HIC","Hungary",0.0202139614981079,0.0399537315340569,Inf,2034,2029,2038,2030,0.0202586824301783,0.337872864657027,0.538534956512921,0.767419874309132
"Iceland","ISL",2034,0.519322473433101,0.526642018052226,0.730186056406751,0.526642018052226,0.00731954461912498,0.21086358297365,0.00731954461912498,"1","HIC","Iceland",0.0101869249895939,0.0200786650441068,2018,2018,2018,2018,2018,0.015227557384267,0.015227557384267,0.438679928474465,0.480677526566899
"India","IND",2034,0.149157480842685,0.45530872857681,0.570204731046332,0.191554821973305,0.306151247734125,0.421047250203647,0.0423973411306197,"8","LMIC","India",0.0131221971405752,0.0257253207295756,Inf,2039,2032,2041,2033,0.0498298335779111,0.359821284010748,0.494859202171345,0.850842519157315
"Indonesia","IDN",2034,0.0435245722530084,0.286701062434905,0.304702560215719,0.106844240591688,0.243176490181896,0.26117798796271,0.0633196683386799,"9","LMIC","Indonesia",0.019321358412548,0.0378979597375934,Inf,2045,2039,2048,2040,0.0662010403004616,0.254242276515881,0.273062935425245,0.956475427746992
"Iran","IRN",2034,0.241910246129835,0.494425625556372,0.651555264970964,0.249166443611444,0.252515379426537,0.409645018841129,0.00725619748160808,"5","LMIC","Iran",0.0114128417382576,0.0223729609401988,Inf,2035,2029,2038,2030,0.00957168652466819,0.333094304648502,0.540364800803372,0.758089753870165
"Iraq","IRQ",2034,0.132260831604416,0.442852121090751,0.546488866009584,0.179361144855274,0.310591289486335,0.414228034405168,0.047100313250858,"9","UMIC","Iraq",0.0152692223380512,0.029935651980628,Inf,2039,2033,2042,2034,0.0542793444923601,0.357931623693565,0.47736468456421,0.867739168395584
"Ireland","IRL",2034,0.243485635636657,0.494837374170275,0.652478461156037,0.249333485750718,0.251351738533618,0.40899282551938,0.00584785011406097,"5","HIC","Ireland",0.0161771005820531,0.0317634453141444,Inf,2035,2029,2038,2030,0.00772999217137446,0.332249789791034,0.540627970578688,0.756514364363343
"Israel","ISR",2034,0.275479783876593,0.502149176157125,0.669158547350188,0.298397048583765,0.226669392280532,0.393678763473595,0.0229172647071717,"4","HIC","Israel",0.0124995937948762,0.024526858810543,Inf,2034,2028,2037,2029,0.0316309527286789,0.312854475605031,0.543364773974146,0.724520216123407
"Italy","ITA",2034,0.287122494755406,0.50438752754724,0.674379753624705,0.299198342504085,0.217265032791834,0.387257258869299,0.0120758477486785,"4","HIC","Italy",0.01880323340136,0.0371907507959194,Inf,2033,2027,2036,2028,0.0169395831118773,0.304771901474557,0.543231138618167,0.712877505244594
"Jamaica","JAM",2034,0.187816556177934,0.476096821147049,0.611988130779326,0.197222394186212,0.288280264969115,0.424171574601391,0.00940583800827763,"9","UMIC","Jamaica",0.0109022837847604,0.0181286758737278,Inf,2037,2031,2040,2031,0.0115809280278044,0.354944769142907,0.522260799364829,0.812183443822066
"Japan","JPN",2034,0.27201574140413,0.501444039808631,0.667525367029006,0.298143135747718,0.229428298404501,0.395509625624876,0.0261273943435883,"4","HIC","Japan",0.0254433552131944,0.0496040640858262,Inf,2033,2027,2037,2029,0.0358900539882313,0.315155576093116,0.543294200327535,0.72798425859587
"Jordan","JOR",2034,0.323068643972465,0.510214251690696,0.68825190131713,0.346559882894274,0.187145607718231,0.365183257344664,0.0234912389218083,"3","UMIC","Jordan",0.0108318197326133,0.0211952843943302,Inf,2033,2027,2035,2027,0.0347025421597589,0.276461721047264,0.539468668562917,0.676931356027535
"Kazakhstan","KAZ",2034,0.299278689223004,0.506527113872167,0.679424955268983,0.342989238279556,0.207248424649162,0.380146266045979,0.0437105490565516,"3","UMIC","Kazakhstan",0.0224111995976777,0.044131422070267,Inf,2032,2027,2036,2028,0.0623793630710091,0.295764409418853,0.542507071212738,0.700721310776996
"Kenya","KEN",2034,0.0608462736694068,0.33895471431928,0.376554303349982,0.129473796011884,0.278108440649873,0.315708029680575,0.0686275223424776,"9","LMIC","Kenya",0.00893011254017873,0.0104855333820216,Inf,2044,2038,2046,2038,0.0730737901776902,0.296126643437259,0.336162249937602,0.939153726330593
"Kiribati","KIR",2034,0.0647334145001596,0.348379834816469,0.390327625025684,0.133705841175101,0.283646420316309,0.325594210525524,0.0689724266749415,"9","LMIC","Kiribati",0.012282574547124,0.0239283840234968,Inf,2044,2037,2046,2038,0.0737462748528326,0.30327868515127,0.348129844018232,0.93526658549984
"Kuwait","KWT",2034,0.329026295867428,0.511046907603233,0.690269801369198,0.389302660455339,0.182020611735805,0.361243505501769,0.0602763645879105,"2","HIC","Kuwait",0.0145693319352335,0.0283355040603618,Inf,2032,2027,2035,2027,0.0898341681896986,0.27127830884389,0.538386978918617,0.670973704132572
"Kyrgyzstan","KGZ",2034,0.100295771968371,0.410088140913549,0.488061137841684,0.162777469565668,0.309792368945178,0.387765365873313,0.0624816975972978,"9","LMIC","Kyrgyzstan",0.0186406721840557,0.0367618447444493,Inf,2040,2034,2044,2035,0.0694469311698079,0.344326901322829,0.430992045821175,0.89970422803163
"Lao PDR","LAO",2034,0.141484962167117,0.449973594807958,0.559935243768547,0.183092427873943,0.308488632640841,0.418450281601429,0.0416074657068252,"9","LMIC","Laos",0.0115214934857051,0.0225142045819369,Inf,2039,2032,2042,2033,0.0484644576661737,0.359328164384339,0.487411708777645,0.858515037832883
"Latvia","LVA",2034,0.173472244611252,0.469385401782961,0.598171386522574,0.193522132696595,0.295913157171709,0.424699141911322,0.0200498880853429,"9","HIC","Latvia",0.0172271190444561,0.0340427924833667,Inf,2037,2031,2040,2032,0.0242579731347469,0.358019625163742,0.513835305762442,0.826527755388748
"Lebanon","LBN",2034,0.273947856855937,0.501839656003341,0.668440987071984,0.298285679062951,0.227891799147404,0.394493130216047,0.0243378222070142,"4","UMIC","Lebanon",0.0155001882207904,0.0301590320718708,Inf,2034,2028,2037,2029,0.033520763538584,0.313878006282789,0.543339943199881,0.726052143144063
"Lesotho","LSO",2034,0.173594212565757,0.469446854674693,0.598296417524763,0.196230000756224,0.295852642108936,0.424702204959005,0.0226357881904661,"8","LMIC","Lesotho",0.00997765601372846,0.0196019075041238,Inf,2038,2031,2040,2032,0.0273906457755382,0.357999237913707,0.513914848391353,0.826405787434243
"Liberia","LBR",2034,0.0831103213426013,0.384857599371115,0.446381151844912,0.150583652046836,0.301747278028514,0.363270830502311,0.0674733307042346,"9","LIC","Liberia",0.010685406012182,0.0171678493950613,Inf,2042,2036,2045,2036,0.0735893666106437,0.329098783694852,0.396199061848148,0.916889678657399
"Libya","LBY",2034,0.113456351048508,0.425375443314219,0.514662120731483,0.170401765893495,0.311919092265711,0.401205769682975,0.0569454148449869,"9","UMIC","Libya",0.0269477236729517,0.052773827165089,Inf,2039,2033,2043,2034,0.0642330638906903,0.351837264453493,0.452550497832203,0.886543648951492
"Lithuania","LTU",2034,0.128982286580333,0.440112189064107,0.541391919492269,0.177938345455214,0.311129902483774,0.412409632911936,0.0489560588748802,"9","HIC","Lithuania",0.0224248981042331,0.0445787462879816,Inf,2038,2032,2042,2034,0.0562055835611836,0.357202726982738,0.473480190538021,0.871017713419667
"Luxembourg","LUX",2034,0.302763464539289,0.507106503882937,0.6808006542736,0.38408168170049,0.204343039343648,0.37803718973431,0.0813182171612007,"2","HIC","Luxembourg",0.0178328440971068,0.035131168764194,Inf,2032,2027,2036,2028,0.116629311611544,0.293075633520302,0.54219360361619,0.697236535460711
"Macedonia (TFYR)","MKD",2034,0.232164672195942,0.4917518517876,0.645599758815202,0.248078671898985,0.259587179591658,0.41343508661926,0.0159139997030434,"5","UMIC","Macedonia",0.0256936143423192,0.0511752715340805,Inf,2034,2028,2038,2030,0.020725797741758,0.338076629443522,0.538442386861318,0.767835327804058
"Madagascar","MDG",2034,0.0637899036075141,0.346156204928675,0.387053582970941,0.167945408224029,0.28236630132116,0.323263679363427,0.104155504616515,"6","LIC","Madagascar",0.010644800647736,0.0176476805418211,Inf,2044,2037,2046,2038,0.1112522766181,0.301605699841528,0.34528967441076,0.936210096392486
"Malawi","MWI",2034,0.101601460915692,0.41174133984003,0.490885978360502,0.260765324679516,0.310139878924338,0.38928451744481,0.159163863763824,"3","LIC","Malawi",0.0139969715143338,0.0229306878245048,Inf,2041,2034,2044,2035,0.177163983287474,0.345214139863192,0.433309383874987,0.898398539084308
"Malaysia","MYS",2034,0.193512037792918,0.478498906505116,0.617015270750637,0.199281523595384,0.284986868712198,0.423503232957719,0.00576948580246583,"7","UMIC","Malaysia",0.0254665339233329,0.0499076196132993,Inf,2035,2030,2039,2031,0.0071538399490511,0.353367789808402,0.525120340046658,0.806487962207082
"Maldives","MDV",2034,0.146900473230509,0.453790332651469,0.567264384138525,0.185112514169056,0.306889859420961,0.420363910908017,0.0382120409385475,"9","UMIC","Maldives",0.0181281548072074,0.0355638313519102,Inf,2038,2032,2041,2033,0.0447920081297531,0.359735118577651,0.492748967403424,0.853099526769492
"Mali","MLI",2034,0.141011772638228,0.449627929959815,0.559275780373368,0.182910187563701,0.308616157321587,0.41826400773514,0.041898414925473,"9","LIC","Mali",0.00744333679666132,0.0138073917946411,Inf,2040,2033,2042,2033,0.0487764716568426,0.359278681000607,0.486926356394619,0.858988227361772
"Malta","MLT",2034,0.454257581610725,0.523005198399744,0.720443120126084,0.454257581610725,0.0687476167890191,0.266185538515359,0,"1","HIC","Malta",0.0176534385249526,0.0347105593503882,Inf,2027,2024,2029,2024,0,0.125970814201915,0.487749402549631,0.545742418389275
"Mauritania","MRT",2034,0.108428444671484,0.419879373499797,0.504972541461439,0.167638842019149,0.311450928828313,0.396544096789955,0.0592103973476651,"9","LMIC","Mauritania",0.0096797391596023,0.0190805686245483,Inf,2041,2034,2043,2035,0.0664112678267847,0.34932802304752,0.44476979376472,0.891571555328516
"Mauritius","MUS",2034,0.345970379667953,0.513242930764234,0.695637849907667,0.440683936197341,0.167272551096281,0.349667470239714,0.0947135565293878,"1","UMIC","Mauritius",0.0288829719498007,0.0575991046295283,Inf,2030,2026,2034,2027,0.144815393041836,0.255756843262477,0.534635526235326,0.654029620332047
"Mexico","MEX",2034,0.274254436877079,0.501901891145726,0.668585181718679,0.298308082919663,0.227647454268647,0.3943307448416,0.0240536460425845,"4","UMIC","Mexico",0.0132980403306099,0.0260321336363569,Inf,2034,2028,2037,2029,0.0331433594152203,0.313673918017588,0.543345719048938,0.725745563122921
"Micronesia (Federated States of)","FSM",2034,0.134688512762493,0.444807638932615,0.550152229209564,0.180380909613105,0.310119126170122,0.415463716447071,0.0456923968506125,"9","LMIC","Federated States of Micronesia",0.0136732439665116,0.0269399477685558,Inf,2039,2033,2042,2033,0.0528045652051665,0.358390164402153,0.480131978570437,0.865311487237507
"Moldova","MDA",2034,0.0827371256031985,0.384227603728599,0.445372943524744,0.150284944041403,0.3014904781254,0.362635817921545,0.0675478184382045,"9","UMIC","Moldova",0.0200795404455659,0.0407082011346633,Inf,2041,2035,2045,2036,0.0736406327167927,0.328684923963223,0.395345574364401,0.917262874396802
"Mongolia","MNG",2034,0.257324649618361,0.498231918614537,0.660153459236137,0.257324649618361,0.240907268996176,0.402828809617776,0,"5","LMIC","Mongolia",0.0213434299180136,0.0421667917401326,Inf,2034,2028,2037,2029,0,0.324377628626534,0.542402288443765,0.742675350381639
"Montenegro","MNE",2034,0.233435077163474,0.492113248508044,0.646400784802794,0.248226000143185,0.25867817134457,0.41296570763932,0.0147909229797107,"5","UMIC","Montenegro",0.0287098301393706,0.058574573985534,Inf,2034,2028,2038,2030,0.019295068870331,0.337451093362557,0.538722416506119,0.766564922836526
"Morocco","MAR",2034,0.0992871728156484,0.408788468792454,0.485848881988142,0.162137851358893,0.309501295976806,0.386561709172493,0.0628506785432446,"9","LMIC","Morocco",0.0129544486403135,0.0254671203436566,Inf,2041,2035,2044,2035,0.0697788203369072,0.343618172891258,0.429173092139582,0.900712827184352
"Mozambique","MOZ",2034,0.0703407516303186,0.360813335306975,0.408924460597204,0.13936664595642,0.290472583676657,0.338583708966885,0.0690258943261017,"9","LIC","Mozambique",0.0123931289766234,0.0204880298260275,Inf,2043,2037,2046,2037,0.0742485964047048,0.312450593253443,0.364201947714338,0.929659248369681
"Myanmar","MMR",2034,0.14729827989253,0.454060945233263,0.567787382023215,0.185256292118877,0.306762665340733,0.420489102130685,0.0379580122263466,"9","LMIC","Myanmar",0.0143622573038866,0.0281955347828428,Inf,2039,2032,2041,2033,0.0445149943189543,0.359753778029286,0.493125664244807,0.85270172010747
"Namibia","NAM",2034,0.210889877824431,0.485050383824729,0.63095948419935,0.243415738225695,0.274160506000298,0.420069606374919,0.0325258604012643,"6","UMIC","Namibia",0.0112866245183306,0.022165664665924,Inf,2036,2030,2039,2031,0.0412184047412683,0.347429969906405,0.532333313906544,0.789110122175569
"Nepal","NPL",2034,0.0718446102791756,0.36393530176851,0.413673640290461,0.14080249506295,0.292090691489334,0.341829030011285,0.0689578847837743,"9","LMIC","Nepal",0.0135764073036391,0.0265980487697153,Inf,2043,2036,2045,2037,0.0742956250079158,0.314700205077935,0.368288579473856,0.928155389720824
"Netherlands","NLD",2034,0.234973590832283,0.492545616086652,0.647360718986314,0.248402139031144,0.257572025254369,0.412387128154031,0.0134285481988617,"5","HIC","Netherlands",0.0162186932522618,0.0320359030894598,Inf,2035,2029,2038,2030,0.0175530518135586,0.336683834920922,0.539049532424211,0.765026409167717
"New Zealand","NZL",2034,0.275838924237302,0.502221214510293,0.669325705972457,0.298422949587309,0.226382290272991,0.393486781735155,0.0225840253500074,"4","HIC","New Zealand",0.0185906809280544,0.0362883566454889,Inf,2033,2028,2037,2029,0.0311864668039794,0.312613171088437,0.54336914107228,0.724161075762698
"Nicaragua","NIC",2034,0.337923060801171,0.512230336194644,0.693154152816073,0.390891320902026,0.174307275393473,0.355231092014902,0.0529682601008552,"2","LMIC","Nicaragua",0.012443899325093,0.0243434438474345,Inf,2032,2026,2034,2027,0.080003179335851,0.263273443120372,0.536540500028233,0.662076939198829
"Niger","NER",2034,0.059896993334864,0.336543368961506,0.373073593859582,0.128398956686298,0.276646375626642,0.313176600524718,0.0685019633514343,"9","LIC","Niger",0.0193999948629864,0.0326169731509606,Inf,2043,2037,2046,2038,0.0728664442787328,0.294272408092811,0.333130091388243,0.940103006665136
"Nigeria","NGA",2034,0.111272707758894,0.423037035345632,0.510521700241463,0.180563945273553,0.311764327586739,0.39924899248257,0.0692912375146594,"8","LMIC","Nigeria",0.00716535818115183,0.0106689201191832,Inf,2041,2034,2043,2035,0.077966816277159,0.350798642405323,0.449236786096421,0.888727292241106
"North Korea","PRK",2034,0.226372088873806,0.490052094894597,0.641848460377379,0.246288892327918,0.26368000602079,0.415476371503572,0.0199168034541111,"6","LIC","North Korea",0.0178704727763113,0.0348995807537971,Inf,2035,2029,2038,2030,0.0257446805727545,0.340835694044368,0.537049356064145,0.773627911126193
"Norway","NOR",2034,0.287634327808255,0.504481516653528,0.674600247742834,0.299231827910802,0.216847188845272,0.386965919934579,0.0115975001025467,"4","HIC","Norway",0.0202932796770257,0.039858329101126,Inf,2033,2027,2036,2028,0.016280262448448,0.30440432113762,0.543212475053712,0.712365672191745
"Oman","OMN",2034,0.156114920929061,0.45974222574474,0.578872653147922,0.188291967352767,0.303627304815678,0.42275773221886,0.0321770464237058,"9","HIC","Oman",0.0195251786021152,0.0376721976742271,Inf,2037,2031,2041,2032,0.0381296544064158,0.35979698225018,0.500965999640957,0.843885079070938
"Pakistan","PAK",2034,0.11233656753416,0.424185373553284,0.512551637297704,0.169801370397334,0.311848806019124,0.400215069763545,0.0574648028631746,"9","LMIC","Pakistan",0.0147182389684906,0.0286413533626853,Inf,2040,2034,2043,2034,0.0647371523501234,0.35131424210282,0.450863531295626,0.88766343246584
"Panama","PAN",2034,0.285770414712953,0.504137516386627,0.673793737757282,0.340694528892029,0.218367101673675,0.38802332304433,0.054924114179076,"3","UMIC","Panama",0.0157623571328791,0.0309246018747273,Inf,2033,2027,2036,2028,0.0768998026831976,0.305737967415496,0.543275343163478,0.714229585287047
"Papua New Guinea","PNG",2034,0.0996744023355672,0.409289813840286,0.486701371016481,0.162384427942048,0.309615411504718,0.387026968680914,0.0627100256064809,"9","LMIC","Papua New Guinea",0.0102825942948798,0.0200994115343615,Inf,2042,2035,2044,2035,0.0696526076445668,0.343892712045401,0.429874447294306,0.900325597664433
"Paraguay","PRY",2034,0.131835342109527,0.442503067329746,0.54583722582784,0.179179498446719,0.310667725220219,0.414001883718313,0.0473441563371916,"9","UMIC","Paraguay",0.0131232838242948,0.0257976907721359,Inf,2039,2033,2042,2034,0.0545336139946445,0.357844243481531,0.476870234183782,0.868164657890473
"Peru","PER",2034,0.225833420866871,0.489889568210175,0.641491151840278,0.247318052972996,0.264056147343304,0.415657730973407,0.0214846321061248,"5","UMIC","Peru",0.0105861671222796,0.0206023792602144,Inf,2036,2029,2038,2030,0.0277519498841996,0.341084405424708,0.536909939252143,0.774166579133129
"Philippines","PHL",2034,0.171326710222935,0.468291073023382,0.595949346604799,0.192923550368428,0.296964362800446,0.424622636381864,0.0215968401454924,"9","LMIC","Philippines",0.0139711191395366,0.0273094034455325,Inf,2038,2031,2040,2032,0.0260619479497191,0.358361209977382,0.512412601709533,0.828673289777065
"Poland","POL",2034,0.328805281278874,0.511016609550246,0.690196210662828,0.38926211630767,0.182211328271372,0.361390929383954,0.0604568350287961,"2","HIC","Poland",0.029188955333852,0.0595516332629574,Inf,2030,2026,2035,2027,0.0900734665254647,0.271473125739952,0.538429339957468,0.671194718721126
"Portugal","PRT",2034,0.451714358916555,0.522837287510598,0.720001117068374,0.451714358916555,0.0711229285940428,0.268286758151819,0,"1","HIC","Portugal",0.0138559298433284,0.0274115272045279,Inf,2028,2024,2029,2024,0,0.129718751075625,0.489319321990029,0.548285641083445
"Qatar","QAT",2034,0.268752811806421,0.500762341813952,0.665951644174972,0.297897006831969,0.232009530007531,0.397198832368552,0.029144195025548,"4","HIC","Qatar",0.0157133472734666,0.0303516171798689,Inf,2034,2028,2037,2029,0.0398554626890857,0.317279209757608,0.5431799790571,0.731247188193579
"Romania","ROU",2034,0.299000887685298,0.506480299613748,0.679313979137268,0.342944138359248,0.20747941192845,0.38031309145197,0.0439432506739503,"3","UMIC","Romania",0.0224358344737192,0.0443574509207932,Inf,2032,2027,2036,2028,0.0626865996004609,0.295976711358952,0.542530061409315,0.700999112314702
"Russian Federation","RUS",2034,0.17732765765273,0.471289683091218,0.602058313772569,0.194566902249194,0.293962025438488,0.424730656119839,0.0172392445964639,"9","UMIC","Russian Federation",0.0145072193484486,0.0287153360499742,Inf,2037,2031,2040,2032,0.0209551770602577,0.357325766659115,0.516281676503171,0.82267234234727
"Rwanda","RWA",2034,0.0586528883253171,0.333314386396136,0.368439478217743,0.126964592460461,0.274661498070819,0.309786589892426,0.068311704135144,"9","LIC","Rwanda",0.0085578760954782,0.0153669301782501,Inf,2045,2038,2047,2038,0.0725680286133938,0.291774941107737,0.329088585974739,0.941347111674683
"Saint Lucia","LCA",2034,0.215039748548807,0.486461273087439,0.63400899334692,0.244225004971882,0.271421524538632,0.418969244798113,0.0291852564230753,"6","UMIC","Saint Lucia",0.0121947643091024,0.0216153125315961,Inf,2036,2030,2039,2030,0.0371805532434529,0.345777412342653,0.533745809451555,0.784960251451193
"Saint Vincent and the Grenadines","VCT",2034,0.203659457464719,0.48245696477375,0.625397793762369,0.203659457464719,0.278797507309032,0.42173833629765,0,"7","UMIC","Saint Vincent and the Grenadines",0.0112625222563367,0.019742524653649,Inf,2037,2030,2039,2031,0,0.350098346646315,0.529595460448336,0.796340542535282
"Samoa","WSM",2034,0.0994706441582848,0.409026378136083,0.486253286023765,0.162254838198691,0.309555733977798,0.38678264186548,0.0627841940404066,"9","LMIC","Samoa",0.00606358598547563,0.00606358598547563,Inf,2042,2035,2044,2035,0.0697192086333742,0.343748631812741,0.429505867139621,0.900529355841715
"Sao Tome and Principe","STP",2034,0.0918106272709738,0.398494848550599,0.468584752429521,0.157117125616375,0.306684221279626,0.376774125158547,0.0653064983454014,"9","LMIC","Sao Tome and Principe",0.0269774617847766,0.0418214252691791,Inf,2040,2035,2044,2036,0.0719084590795875,0.337687524748355,0.414862953115577,0.908189372729026
