"Country","iso3","Year","control","Progress","Aspirational","Business as usual","p_change","a_change","aroc","model","wb2021","location","ref","asp","reach_base","refwsalt","aspwsalt","reach_75","reach_975","aroc2","p_change2","a_change2","ideal"
"Cote d'Ivoire","CIV",2029,0.087163891257979,0.250248365501183,0.262774160482795,0.128463976885547,0.163084474243204,0.175610269224816,0.0413000856275678,"9","LMIC","Cote d'Ivoire",0.0158793258725971,0.0356387719278147,Inf,2041,2035,2044,2036,0.0452437028203052,0.178656905310145,0.192378749638667,0.912836108742021
"Croatia","HRV",2029,0.196625763481094,0.394300635221538,0.455646147499392,0.199070633863194,0.197674871740444,0.259020384018298,0.00244487038209973,"7","HIC","Croatia",0.021074120609704,0.048304287929144,Inf,2035,2030,2039,2031,0.00304325216189851,0.246055776691305,0.322415596921127,0.803374236518906
"Cuba","CUB",2029,0.328016734463046,0.474177628846203,0.587051818660916,0.343343788450812,0.146160894383156,0.25903508419787,0.0153270539877652,"3","UMIC","Cuba",0.0081895580032203,0.0156927440273271,Inf,2033,2027,2035,2027,0.022808684045901,0.217506747383605,0.38547847466244,0.671983265536954
"Cyprus","CYP",2029,0.338252504974687,0.478285181744725,0.594538706927885,0.346533111589786,0.140032676770039,0.256286201953199,0.00828060661509933,"3","HIC","Cyprus",0.0119692196894733,0.0268034610485619,Inf,2032,2026,2034,2027,0.0125132421011772,0.211610437247945,0.387286999769293,0.661747495025313
"Czech Republic","CZE",2029,0.365357347837484,0.488185321203827,0.612961471815224,0.388986222868715,0.122827973366344,0.24760412397774,0.0236288750312315,"2","HIC","Czech Republic",0.0142950893702158,0.0322266796232226,Inf,2030,2026,2033,2026,0.0372317790976026,0.193538793757106,0.390147310670092,0.634642652162516
"Denmark","DNK",2029,0.0951552602696111,0.265167873064314,0.280892972577625,0.135865937843585,0.170012612794703,0.185737712308014,0.0407106775739743,"9","HIC","Denmark",0.0113303509649183,0.0255496043195054,Inf,2041,2035,2044,2035,0.0449918928479427,0.18789147500085,0.205270257042503,0.904844739730389
"Djibouti","DJI",2029,0.112024224175921,0.293755579777789,0.316649214953086,0.16030911357716,0.181731355601868,0.204624990777165,0.0482848894012392,"8","LMIC","Djibouti",0.00925546871668959,0.0193631415847134,Inf,2041,2034,2043,2035,0.0543763588104966,0.20465801044315,0.230439834450736,0.887975775824079
"Dominican Republic","DOM",2029,0.214873524886208,0.409439903114069,0.478801308227412,0.237343442727533,0.194566378227862,0.263927783341205,0.0224699178413256,"6","UMIC","Dominican Republic",0.00898517770631557,0.0186614878147874,Inf,2037,2030,2039,2030,0.0286194881379703,0.247815332172644,0.336159576459261,0.785126475113793
"DR Congo","COD",2029,0.115229641213428,0.298781525248386,0.323085268627245,0.152431129247949,0.183551884034958,0.207855627413817,0.0372014880345214,"9","LIC","Democratic Republic of the Congo",0.00352900047469096,0.00403036838625237,Inf,2042,2034,2043,2034,0.042046489990399,0.207457090093629,0.234926074714893,0.884770358786572
"Ecuador","ECU",2029,0.291449503206697,0.457557441217301,0.557609726321288,0.298308925547443,0.166107938010603,0.266160223114591,0.00685942234074599,"4","UMIC","Ecuador",0.0102564284044688,0.0228839126955689,Inf,2034,2028,2036,2028,0.00968092235033322,0.234433450773601,0.375640443862725,0.708550496793303
"Egypt","EGY",2029,0.18515647634063,0.383838025690408,0.44003750380879,0.195694524662699,0.198681549349778,0.25488102746816,0.0105380483220694,"7","LMIC","Egypt",0.0131336371855996,0.0293198172652439,Inf,2037,2031,2040,2031,0.0129326036424076,0.243827856000526,0.312797512734124,0.81484352365937
"El Salvador","SLV",2029,0.37454318424102,0.491249169074547,0.618777607330555,0.392067956791012,0.116705984833527,0.244234423089535,0.0175247725499916,"2","LMIC","El Salvador",0.00988692198974273,0.0221167135110854,Inf,2031,2026,2033,2026,0.0280191567322288,0.186593193795332,0.390489666010213,0.62545681575898
"Equatorial Guinea","GNQ",2029,0.114375512211082,0.297454189598393,0.321380990928461,0.151779973138825,0.183078677387311,0.207005478717379,0.0374044609277424,"9","UMIC","Equatorial Guinea",0.0112188494808414,0.0250443012750794,Inf,2040,2034,2043,2034,0.0422351249807102,0.206722691063333,0.233739560695974,0.885624487788918
"Eritrea","ERI",2029,0.12525715423189,0.313744711898721,0.342529150222934,0.18633935749813,0.188487557666831,0.217271995991043,0.0610822032662391,"6","LIC","Eritrea",0.00591308363649723,0.0115693193483433,Inf,2041,2034,2042,2034,0.0698287543153359,0.215477678472832,0.248383850227729,0.874742845768109
"Estonia","EST",2029,0.159665332856525,0.357526620880385,0.402080675758609,0.180995280489952,0.19786128802386,0.242415342902084,0.0213299476334272,"9","HIC","Estonia",0.0174372419162542,0.0392228668574236,Inf,2037,2031,2041,2032,0.0253826820044608,0.235455343876797,0.288474761759049,0.840334667143475
"Ethiopia","ETH",2029,0.0612104388995458,0.194529910856867,0.198034450759752,0.100558288086499,0.133319471957321,0.136824011860206,0.0393478491869531,"9","LIC","Ethiopia",0.00720054719916785,0.0136424976995344,Inf,2045,2038,2046,2038,0.0419133859358527,0.142012094596624,0.145745135576306,0.938789561100454
"Fiji","FJI",2029,0.123303497869977,0.310916514970948,0.338820880024284,0.158372722870263,0.187613017100971,0.215517382154308,0.0350692250002861,"9","UMIC","Fiji",0.0172009612371573,0.0386957451750599,Inf,2039,2033,2042,2034,0.0400015568843742,0.213999960813287,0.245828951787404,0.876696502130023
"Finland","FIN",2029,0.280513685090853,0.451913263089366,0.5478990205621,0.295994880230366,0.171399577998513,0.267385335471247,0.015481195139513,"4","HIC","Finland",0.0139986564475821,0.0314057071043894,Inf,2033,2028,2036,2028,0.0215170112602738,0.2382249313806,0.37163366408854,0.719486314909147
"France","FRA",2029,0.290020362163663,0.456839035928438,0.556366005988127,0.298016433699899,0.166818673764775,0.266345643824464,0.00799607153623555,"4","HIC","France",0.0116251991651741,0.0262439348387026,Inf,2033,2027,2036,2028,0.0112623955816586,0.234962617059209,0.375145468447733,0.709979637836337
"Gabon","GAB",2029,0.131631508754111,0.322694288371083,0.354368935271182,0.164119341222856,0.191062779616972,0.222737426517071,0.0324878324687446,"9","UMIC","Gabon",0.011647141559844,0.0261186360114625,Inf,2039,2033,2042,2034,0.0374124957276292,0.220025002683879,0.256501046229233,0.868368491245889
"Gambia","GMB",2029,0.0943685847686775,0.263740794347243,0.279144387602679,0.135159228744189,0.169372209578566,0.184775802834001,0.0407906439755119,"9","LIC","The Gambia",0.0107904153609981,0.0224566239695488,Inf,2042,2035,2044,2036,0.045041109759971,0.187021128827895,0.204029806968219,0.905631415231323
"Georgia","GEO",2029,0.167740343972906,0.366356563989376,0.414621785757161,0.185243834935702,0.19861622001647,0.246881441784255,0.017503490962796,"9","LIC","Georgia",0.0209437608484208,0.0483763466343291,Inf,2036,2031,2040,2032,0.0210312861329255,0.238646939783904,0.296639924807574,0.832259656027094
"Germany","DEU",2029,0.455976741617103,0.513306947877455,0.662490758418531,0.455976741617103,0.0573302062603512,0.206514016801428,0,"1","UMIC","Germany",0.0267130781527748,0.0618718214891909,Inf,2026,2024,2029,2024,0,0.105381903028861,0.379605124632518,0.544023258382897
"Ghana","GHA",2029,0.185828268938186,0.384472671197403,0.440975549569771,0.274995959339971,0.198644402259217,0.255147280631585,0.0891676904017848,"3","HIC","Ghana",0.00982435303896478,0.0217861174795017,Inf,2037,2031,2040,2031,0.109519511670462,0.243983418584372,0.313382632800123,0.814171731061814
"Greece","GRC",2029,0.34023673466254,0.479056759909636,0.595955012260502,0.347132837251889,0.138820025247095,0.255718277597962,0.00689610258934842,"3","LMIC","Greece",0.013918134531505,0.0314263894539979,Inf,2031,2026,2034,2027,0.0104523894427817,0.210408842899265,0.387590960322966,0.65976326533746
"Grenada","GRD",2029,0.192537746965407,0.390660501957008,0.45018038282041,0.19790684404372,0.198122754991601,0.257642635855002,0.00536909707831268,"7","HIC","Grenada",0.0100111099829331,0.0205308214274444,Inf,2037,2031,2039,2031,0.00664934745634811,0.24536472664452,0.319077003149972,0.807462253034593
"Guatemala","GTM",2029,0.186879980812129,0.385460626941613,0.442438023167062,0.22485837738197,0.198580646129484,0.255558042354933,0.0379783965698413,"6","UMIC","Guatemala",0.00694868144322525,0.0135857747183215,Inf,2038,2031,2040,2031,0.0467069997953973,0.244220584223006,0.314293137943129,0.813120019187871
"Guinea","GIN",2029,0.069498552978098,0.213641376926836,0.219749353652864,0.110176128013576,0.144142823948738,0.150250800674766,0.0406775750354781,"9","LIC","Guinea",0.0108482080805805,0.0223676129078005,Inf,2043,2037,2046,2037,0.0437157568810537,0.154908758508728,0.161472936077261,0.930501447021902
"Guinea Bissau","GNB",2029,0.109116451985671,0.289089195334658,0.310714947194573,0.147670660661527,0.179972743348987,0.201598495208902,0.0385542086758564,"9","LIC","Guinea-Bissau",0.00811476383707843,0.0167960713534699,Inf,2041,2034,2043,2035,0.0432763729465979,0.202016014045971,0.226290513118399,0.890883548014329
"Guyana","GUY",2029,0.200597384205246,0.397746602682692,0.460855903420626,0.200597384205246,0.197149218477446,0.26025851921538,0,"7","UMIC","Guyana",0.00856060442725437,0.015314454736459,Inf,2037,2030,2039,2031,0,0.246620682222116,0.32556625919548,0.799402615794754
"Haiti","HTI",2029,0.0805388141659671,0.237134442203482,0.247134707546709,0.121933105400978,0.156595628037515,0.166595893380742,0.0413942912350112,"9","LMIC","Haiti",0.00698972184817503,0.00882933887848925,Inf,2043,2036,2045,2036,0.0450201616694269,0.170312385612524,0.181188609097865,0.919461185834033
"Honduras","HND",2029,0.321928844418013,0.471629276978918,0.582450640957161,0.341367947440489,0.149700432560905,0.260521796539148,0.0194391030224759,"3","LMIC","Honduras",0.0101136446171738,0.0225930835320918,Inf,2033,2027,2035,2027,0.0286682346866552,0.220773928117348,0.384210114815373,0.678071155581987
"Hungary","HUN",2029,0.232580125690868,0.422573292699962,0.499476813596897,0.245169980161804,0.189993167009093,0.266896687906028,0.0125898544709359,"5","HIC","Hungary",0.0177044439877779,0.0399358087246529,Inf,2034,2029,2038,2030,0.0164054318794779,0.247573946635321,0.347784435666722,0.767419874309132
"Iceland","ISL",2029,0.519322473433101,0.525709158692788,0.68876928993339,0.525709158692788,0.00638668525968755,0.169446816500289,0.00638668525968755,"1","HIC","Iceland",0.00892657901404914,0.0200714981673883,2018,2018,2018,2018,2018,0.0132868397349521,0.0132868397349521,0.352516619011741,0.480677526566899
"India","IND",2029,0.149157480842685,0.345273167872095,0.384986619047329,0.181109076568754,0.19611568702941,0.235829138204644,0.0319515957260692,"8","LMIC","India",0.0115006238539579,0.0257025573286086,Inf,2039,2032,2041,2033,0.0375528902313374,0.230495870403427,0.277171313015964,0.850842519157315
"Indonesia","IDN",2029,0.0435245722530084,0.148916461898204,0.148069978531015,0.0774113976766667,0.105391889645196,0.104545406278006,0.0338868254236582,"9","LMIC","Indonesia",0.0169639347232183,0.0379395550320243,Inf,2045,2039,2048,2040,0.0354288510092515,0.110187764983623,0.109302762251056,0.956475427746992
"Iran","IRN",2029,0.241910246129835,0.428946597048068,0.509721513212301,0.247833089247676,0.187036350918233,0.267811267082465,0.0059228431178403,"5","LMIC","Iran",0.0100247227741512,0.0224044843754269,Inf,2035,2029,2038,2030,0.00781285208987891,0.246720589433353,0.35327118684199,0.758089753870165
"Iraq","IRQ",2029,0.132260831604416,0.323555397194316,0.355516723603588,0.164538709004666,0.1912945655899,0.223255891999172,0.0322778774002505,"9","UMIC","Iraq",0.0134336832017042,0.0300289227144395,Inf,2039,2033,2042,2034,0.0371976724986738,0.220451689352224,0.257284562147821,0.867739168395584
"Ireland","IRL",2029,0.243485635636657,0.429988151435708,0.511409469746814,0.248265080427937,0.186502515799051,0.267923834110157,0.00477944479128037,"5","HIC","Ireland",0.0141820078922618,0.0317527591912981,Inf,2035,2029,2038,2030,0.0063177184947474,0.246528717212138,0.354155646913106,0.756514364363343
"Israel","ISR",2029,0.275479783876593,0.449197563777546,0.543275234127078,0.29486846034841,0.173717779900953,0.267795450250485,0.0193886764718172,"4","HIC","Israel",0.0109837983475591,0.0245747368726752,Inf,2034,2028,2037,2029,0.0267607114892633,0.239769403303115,0.369617637011348,0.724520216123407
"Italy","ITA",2029,0.287122494755406,0.455364882032866,0.553821029196414,0.297414370225024,0.16824238727746,0.266698534441008,0.0102918754696178,"4","HIC","Italy",0.0164641725222956,0.037167095693681,Inf,2033,2027,2036,2028,0.0144370882709878,0.236004623570966,0.374115514206752,0.712877505244594
"Jamaica","JAM",2029,0.187816556177934,0.38633471436829,0.443734194287361,0.194809801620118,0.198518158190355,0.255917638109426,0.00699324544218394,"9","UMIC","Jamaica",0.00955737156104908,0.0181390167460302,Inf,2037,2031,2040,2031,0.00861042600089744,0.244425270793684,0.315098319297301,0.812183443822066
"Japan","JPN",2029,0.27201574140413,0.44728367249645,0.540035056995289,0.294069588423552,0.17526793109232,0.268019315591159,0.0220538470194218,"4","HIC","Japan",0.0223237743045916,0.0495889025410664,Inf,2033,2027,2037,2029,0.0302944009558106,0.240757858460258,0.368166361327802,0.72798425859587
"Jordan","JOR",2029,0.323068643972465,0.472112569733431,0.583320726598681,0.341742497669144,0.149043925760966,0.260252082626215,0.018673853696679,"3","UMIC","Jordan",0.00949652200956685,0.0211793782374491,Inf,2033,2027,2035,2027,0.0275860373882864,0.220175833832852,0.384458601760545,0.676931356027535
"Kazakhstan","KAZ",2029,0.299278689223004,0.461395021783524,0.564292553597477,0.333454568517729,0.16211633256052,0.265013864374472,0.0341758792947244,"3","UMIC","Kazakhstan",0.0196931821667555,0.0442429549280198,Inf,2032,2027,2036,2028,0.0487724274531175,0.231356361034256,0.378201519346702,0.700721310776996
"Kenya","KEN",2029,0.0608462736694068,0.193659102407035,0.197056499008385,0.100118916049692,0.132812828737628,0.136210225338978,0.0392726423802847,"9","LMIC","Kenya",0.00783284122054362,0.0104888094975381,Inf,2044,2038,2046,2038,0.0418170543109364,0.141417560314164,0.145035068828583,0.939153726330593
"Kiribati","KIR",2029,0.0647334145001596,0.2028168180161,0.207390475340923,0.10473454569933,0.138083403515941,0.142657060840764,0.0400011311991699,"9","LMIC","Kiribati",0.010780629571431,0.0239256740929005,Inf,2044,2037,2046,2038,0.0427697640644265,0.14764068946411,0.152530907286207,0.93526658549984
"Kuwait","KWT",2029,0.329026295867428,0.474592476333086,0.58780397936868,0.375496695000986,0.145566180465657,0.258777683501252,0.0464703991335578,"2","HIC","Kuwait",0.0127934321225498,0.0283378809824111,Inf,2032,2027,2035,2027,0.0692581525137923,0.216947668096537,0.385674851201207,0.670973704132572
"Kyrgyzstan","KGZ",2029,0.100295771968371,0.274279073024597,0.292136329242187,0.140371395268419,0.173983301056227,0.191840557273817,0.0400756233000484,"9","LMIC","Kyrgyzstan",0.0164160025560871,0.0369434860666207,Inf,2040,2034,2044,2035,0.0445431087811221,0.193378329939459,0.213226248467816,0.89970422803163
"Lao PDR","LAO",2029,0.141484962167117,0.335736478685823,0.371919816984374,0.170459392342755,0.194251516518706,0.230434854817257,0.0289744301756376,"9","LMIC","Laos",0.0101106199441935,0.0225147749783788,Inf,2039,2032,2042,2033,0.0337494731004092,0.226264547455159,0.268410970877033,0.858515037832883
"Latvia","LVA",2029,0.173472244611252,0.372336395816021,0.423225714021415,0.188113989413412,0.198864151204769,0.249753469410163,0.0146417448021598,"9","HIC","Latvia",0.0150910148511936,0.0340315163722462,Inf,2037,2031,2040,2032,0.0177147648178774,0.240601903454816,0.302171908664693,0.826527755388748
"Lebanon","LBN",2029,0.273947856855937,0.448355777489651,0.541848246653506,0.294517602951737,0.174407920633714,0.267900389797569,0.0205697460957995,"4","UMIC","Lebanon",0.0136115264845625,0.0301654820075109,Inf,2034,2028,2037,2029,0.0283309488031056,0.240214042862632,0.368982300138205,0.726052143144063
"Lesotho","LSO",2029,0.173594212565757,0.372461145172404,0.423406183171692,0.191256624316732,0.198866932606646,0.249811970605934,0.017662411750975,"8","LMIC","Lesotho",0.00875535765765567,0.0196149785134425,Inf,2038,2031,2040,2032,0.0213725654146395,0.240640779179526,0.302287295665644,0.826405787434243
"Liberia","LBR",2029,0.0831103213426013,0.242308130591023,0.253273586078908,0.124512403491748,0.159197809248422,0.170163264736307,0.0414020821491467,"9","LIC","Liberia",0.00938046964384864,0.0172012894032016,Inf,2042,2036,2045,2036,0.0451549222473218,0.173628096110249,0.185587501634305,0.916889678657399
"Libya","LBY",2029,0.113456351048508,0.296016179895761,0.319538295577744,0.151074244639082,0.182559828847253,0.206081944529236,0.0376178935905742,"9","UMIC","Libya",0.0236565705030789,0.0528168712600164,Inf,2039,2033,2043,2034,0.0424320828817222,0.205923113952894,0.232455497000026,0.886543648951492
"Lithuania","LTU",2029,0.128982286580333,0.319025590032778,0.34949588069477,0.162331448395266,0.190043303452445,0.220513594114437,0.0333491618149324,"9","HIC","Lithuania",0.0196675515260245,0.0446594394034084,Inf,2038,2032,2042,2034,0.0382875816428596,0.218185348615154,0.253167749308665,0.871017713419667
"Luxembourg","LUX",2029,0.302763464539289,0.463051370916556,0.567197659178002,0.364261494568574,0.160287906377266,0.264434194638712,0.0614980300292842,"2","HIC","Luxembourg",0.0156433546725837,0.0351570858407803,Inf,2032,2027,2036,2028,0.0882025351535091,0.229890285756976,0.379260381792792,0.697236535460711
"Macedonia (TFYR)","MKD",2029,0.232164672195942,0.422281112508484,0.499010553898389,0.245047083552273,0.190116440312542,0.266845881702447,0.0128824113563309,"5","UMIC","Macedonia",0.0224972804525465,0.0511924999477888,Inf,2034,2028,2038,2030,0.0167775705152477,0.247600538068831,0.34753009146584,0.767835327804058
"Madagascar","MDG",2029,0.0637899036075141,0.200621608661581,0.204903269000938,0.122344964312455,0.136831705054067,0.141113365393424,0.0585550607049404,"6","LIC","Madagascar",0.00935036815609458,0.0176839359960965,Inf,2044,2037,2046,2038,0.0625447866142136,0.146154912856979,0.150728309742843,0.936210096392486
"Malawi","MWI",2029,0.101601460915692,0.276535604461778,0.294942496997043,0.19541993775433,0.174934143546086,0.193341036081351,0.0938184768386377,"3","LIC","Malawi",0.0122858909752608,0.0229579655627087,Inf,2041,2034,2044,2035,0.104428572350821,0.194717751572022,0.215206311753817,0.898398539084308
"Malaysia","MYS",2029,0.193512037792918,0.391536797363145,0.45149268125474,0.19818806161866,0.198024759570227,0.257980643461822,0.004676023825742,"7","UMIC","Malaysia",0.0223523270513136,0.049946701312827,Inf,2035,2030,2039,2031,0.005798008209503,0.245539634625545,0.319881579826458,0.806487962207082
"Maldives","MDV",2029,0.146900473230509,0.3425214435012,0.381195484318084,0.173747742351193,0.195620970270692,0.234295011087576,0.0268472691206841,"9","UMIC","Maldives",0.0159109019239666,0.035591650098292,Inf,2038,2032,2041,2033,0.0314702661040606,0.229306152602695,0.274639715221507,0.853099526769492
"Mali","MLI",2029,0.141011772638228,0.335131091306435,0.371097112707876,0.170165656433029,0.194119318668207,0.230085340069648,0.0291538837948015,"9","LIC","Mali",0.00653395284374092,0.0138330679996369,Inf,2040,2033,2042,2033,0.0339397943605611,0.225986005960069,0.267856220540197,0.858988227361772
"Malta","MLT",2029,0.454257581610725,0.512920857390029,0.661694598039303,0.454257581610725,0.0586632757793037,0.207437016428578,0,"1","HIC","Malta",0.0154834596989087,0.0347217467583482,Inf,2027,2024,2029,2024,0,0.107492607872492,0.380100592218607,0.545742418389275
"Mauritania","MRT",2029,0.108428444671484,0.287969841274137,0.309297295532741,0.147120037880713,0.179541396602653,0.200868850861258,0.0386915932092297,"9","LMIC","Mauritania",0.00850111377910323,0.0191190612926326,Inf,2041,2034,2043,2035,0.0433970700141651,0.201376317503196,0.225297509393112,0.891571555328516
"Mauritius","MUS",2029,0.345970379667953,0.48124300594848,0.599985549224035,0.422597883046454,0.135272626280527,0.254015169556082,0.0766275033785005,"1","UMIC","Mauritius",0.0252360065336014,0.0575059849307041,Inf,2030,2026,2034,2027,0.117162129965302,0.20682951058371,0.388384809585718,0.654029620332047
"Mexico","MEX",2029,0.274254436877079,0.448524823238405,0.542134575996384,0.294588125765028,0.174270386361326,0.267880139119305,0.0203336888879497,"4","UMIC","Mexico",0.0116677656296674,0.0260351514820252,Inf,2034,2028,2037,2029,0.0280176551138015,0.240126010018486,0.369110267745355,0.725745563122921
"Micronesia (Federated States of)","FSM",2029,0.134688512762493,0.326840501628635,0.359909610446173,0.166137593930423,0.192151988866142,0.22522109768368,0.03144908116793,"9","LMIC","Federated States of Micronesia",0.0119809873904609,0.0269286076631947,Inf,2039,2033,2042,2033,0.0363442316804677,0.222061063212722,0.260277485050724,0.865311487237507
"Moldova","MDA",2029,0.0827371256031985,0.241563963506691,0.25238811219683,0.124141625372393,0.158826837903492,0.169650986593632,0.0414044997691945,"9","UMIC","Moldova",0.0175368227163448,0.0407065993995278,Inf,2041,2035,2045,2036,0.045139186295338,0.173153021164121,0.184953508235244,0.917262874396802
"Mongolia","MNG",2029,0.257324649618361,0.438734408072676,0.525741481689857,0.257324649618361,0.181409758454315,0.268416832071496,0,"5","LMIC","Mongolia",0.0187743871774977,0.0423369334074828,Inf,2034,2028,2037,2029,0,0.244265220814308,0.361418797504945,0.742675350381639
"Montenegro","MNE",2029,0.233435077163474,0.423172263527701,0.500433569104325,0.245421698447546,0.189737186364227,0.266998491940851,0.0119866212840725,"5","UMIC","Montenegro",0.0250364003066061,0.0585342720260391,Inf,2034,2028,2038,2030,0.0156367985632819,0.247516134265759,0.348305125876194,0.766564922836526
"Morocco","MAR",2029,0.0992871728156484,0.27252019588384,0.289955026210409,0.139502518754159,0.173233023068192,0.190667853394761,0.0402153459385101,"9","LMIC","Morocco",0.0113718607906135,0.0254966280948287,Inf,2041,2035,2044,2035,0.0446483548638074,0.192328806518413,0.211685509121473,0.900712827184352
"Mozambique","MOZ",2029,0.0703407516303186,0.215510055238865,0.221899062085831,0.111113967650617,0.145169303608546,0.151558310455512,0.0407732160202988,"9","LIC","Mozambique",0.0108983338713329,0.0205438198550653,Inf,2043,2037,2046,2037,0.0438582374045132,0.15615323987055,0.163025657757179,0.929659248369681
"Myanmar","MMR",2029,0.14729827989253,0.343009636096041,0.381866835793975,0.173984080085531,0.195711356203511,0.234568555901445,0.0266858001930008,"9","LMIC","Myanmar",0.0125834984717098,0.0281673486344168,Inf,2039,2032,2041,2033,0.0312955862099556,0.229519129126237,0.275088639286292,0.85270172010747
"Namibia","NAM",2029,0.210889877824431,0.406281945394609,0.473913273787166,0.235711415555108,0.195392067570178,0.263023395962735,0.0248215377306773,"6","UMIC","Namibia",0.00991699501032051,0.0222097015221208,Inf,2036,2030,2039,2031,0.0314550999070251,0.24761064657425,0.333316464421445,0.789110122175569
"Nepal","NPL",2029,0.0718446102791756,0.218814433038756,0.225712228394138,0.112771220667134,0.146969822759581,0.153867618114962,0.0409266103879585,"9","LMIC","Nepal",0.0119002729757369,0.0265758033859601,Inf,2043,2036,2045,2037,0.0440945673981041,0.158346139436616,0.165777864158332,0.928155389720824
"Netherlands","NLD",2029,0.234973590832283,0.424242391473432,0.502146013537533,0.245870682519299,0.18926880064115,0.267172422705251,0.0108970916870167,"5","HIC","Netherlands",0.014208034022444,0.0320251857903088,Inf,2035,2029,2038,2030,0.0142440725659023,0.247401656169044,0.349232940854828,0.765026409167717
"New Zealand","NZL",2029,0.275838924237302,0.449393862252818,0.543608419792312,0.294950162319787,0.173554938015516,0.26776949555501,0.0191112380824854,"4","HIC","New Zealand",0.0163089483998049,0.0362751429574762,Inf,2033,2028,2037,2029,0.0263908662342244,0.23966344481126,0.36976510408681,0.724161075762698
"Nicaragua","NIC",2029,0.337923060801171,0.478156316498293,0.594302472828753,0.379005572386048,0.140233255697122,0.256379412027582,0.0410825115848774,"2","LMIC","Nicaragua",0.0109232101034703,0.0243551035690023,Inf,2032,2026,2034,2027,0.0620509628904925,0.211808095697784,0.387235073219472,0.662076939198829
"Niger","NER",2029,0.059896993334864,0.191376412334894,0.194497589794112,0.0989667007471692,0.13147941900003,0.134600596459248,0.0390697074123051,"9","LIC","Niger",0.017082906480383,0.0328649000824859,Inf,2043,2037,2046,2038,0.0415589644276308,0.139856396658524,0.143176434395973,0.940103006665136
"Nigeria","NGA",2029,0.111272707758894,0.292559440135628,0.315124313681061,0.159801659618241,0.181286732376734,0.203851605922167,0.0485289518593474,"8","LMIC","Nigeria",0.00630182309355642,0.0107054192306872,Inf,2041,2034,2043,2035,0.0546049978244415,0.203984657565295,0.229374756128074,0.888727292241106
"North Korea","PRK",2029,0.226372088873806,0.418129756825837,0.492417324454111,0.241814513487382,0.191757667952031,0.266045235580305,0.0154424246135758,"6","LIC","North Korea",0.015686172715112,0.0349092581302605,Inf,2035,2029,2038,2030,0.0199610489635719,0.247868083860732,0.343893015950025,0.773627911126193
"Norway","NOR",2029,0.287634327808255,0.455626967357988,0.554272797344141,0.297521593199942,0.167992639549733,0.266638469535885,0.00988726539168611,"4","HIC","Norway",0.0177905327532846,0.0398466014927952,Inf,2033,2027,2036,2028,0.0138794804096411,0.235823603112244,0.374299997802414,0.712365672191745
"Oman","OMN",2029,0.156114920929061,0.353486294194192,0.396405321984228,0.179047192580504,0.197371373265131,0.240290401055167,0.0229322716514425,"9","HIC","Oman",0.0171890693422033,0.0377381395126217,Inf,2037,2031,2041,2032,0.0271746381351942,0.233884184185865,0.284743037902401,0.843885079070938
"Pakistan","PAK",2029,0.11233656753416,0.294250709040048,0.317281195980405,0.150207413286153,0.181914141505889,0.204944628446246,0.0378708457519933,"9","LMIC","Pakistan",0.0129301972330509,0.0286619993177175,Inf,2040,2034,2043,2034,0.0426635190398593,0.204935941768548,0.230881008443628,0.88766343246584
"Panama","PAN",2029,0.285770414712953,0.454668973026368,0.552622911066429,0.32827243293598,0.168898558313416,0.266852496353476,0.042502018223027,"3","UMIC","Panama",0.013833520983063,0.0309456302450396,Inf,2033,2027,2036,2028,0.0595075016473107,0.236476564108634,0.373622854402242,0.714229585287047
"Papua New Guinea","PNG",2029,0.0996744023355672,0.273197115778638,0.290793901555463,0.13983696387891,0.173522713443071,0.191119499219896,0.0401625615433431,"9","LMIC","Papua New Guinea",0.00902673816432276,0.0201086426269547,Inf,2042,2035,2044,2035,0.0446089299776995,0.192733288815971,0.212278202147852,0.900325597664433
"Paraguay","PRY",2029,0.131835342109527,0.322973628505373,0.354741105646538,0.164255394188058,0.191138286395846,0.222905763537011,0.0324200520785308,"9","UMIC","Paraguay",0.0115073011496939,0.0257978025575686,Inf,2039,2033,2042,2034,0.0373432064803321,0.22016363446571,0.256755169092742,0.868164657890473
"Peru","PER",2029,0.225833420866871,0.417736226415991,0.491795336518351,0.243126380787405,0.19190280554912,0.26596191565148,0.0172929599205338,"5","UMIC","Peru",0.00928533343325255,0.0205825146703038,Inf,2036,2029,2038,2030,0.0223375180311936,0.247883092246119,0.343546108576903,0.774166579133129
"Philippines","PHL",2029,0.171326710222935,0.370125114191244,0.420033421868598,0.187053307964492,0.198798403968309,0.248706711645663,0.0157265977415565,"9","LMIC","Philippines",0.0122665108481032,0.0273261517127299,Inf,2038,2031,2040,2032,0.0189780435010611,0.23989961595334,0.300126376358253,0.828673289777065
"Poland","POL",2029,0.328805281278874,0.474501842948509,0.587639576261017,0.375407709020808,0.145696561669635,0.258834294982143,0.0466024277419341,"2","HIC","Poland",0.0254524106024316,0.0595155131420477,Inf,2030,2026,2035,2027,0.0694320536829148,0.217070482835801,0.38563219847039,0.671194718721126
"Portugal","PRT",2029,0.451714358916555,0.512344294452907,0.660507939281889,0.451714358916555,0.0606299355363515,0.208793580365334,0,"1","HIC","Portugal",0.0121325724438676,0.0273940774602311,Inf,2028,2024,2029,2024,0,0.110580928978084,0.380811687777826,0.548285641083445
